complaint_text,category,urgency
It seems like there are unauthorized activities showing up in my account. i need immediate assistance. it's very urgent.,Account Issue,medium
This is urgent. I had to wait for 40 minutes to talk to someone. Please resolve this ASAP. It's quite frustrating.,Service Issue,medium
This is urgent. The support team gave me incorrect information. Please resolve this ASAP.,Service Issue,low
"Faced an issue: Instead of a phone, I got a pair of headphones. I need immediate assistance. It's very urgent.",Wrong Item,low
Having trouble because no one seems to take ownership of my complaint.,Customer Support,high
It seems like the system keeps freezing when i try to upload my documents. i need immediate assistance. it's very urgent.,Technical Issue,medium
Having trouble because the app closes automatically after i open it. kindly look into it soon.,App Bug,low
Faced an issue: No one seems to take ownership of my complaint.,Customer Support,high
Having trouble because i had to wait for 40 minutes to talk to someone. kindly look into it soon.,Service Issue,medium
Faced an issue: This is urgent. The payment gateway shows an error every time I try to pay. Please resolve this ASAP.,Payment Issue,medium
They keep closing my ticket without a resolution. Kindly look into it soon. It's quite frustrating.,Customer Support,medium
It seems like the box contained something completely unrelated. i need immediate assistance. it's very urgent.,Wrong Item,high
Faced an issue: The packaging was torn and the contents were damaged. Kindly look into it soon.,Product Damage,high
Having trouble because i had to wait for 40 minutes to talk to someone. kindly look into it soon.,Service Issue,high
It seems like i’m unable to update my email or phone number.,Account Issue,high
Having trouble because there are scratches and dents all over the product. i need immediate assistance. it's very urgent.,Product Damage,medium
This is urgent. I waited the whole day but the delivery never happened. Please resolve this ASAP. It's quite frustrating.,Delivery Delay,high
This is urgent. The delivery was promised within 3 days but it's been over a week. Please resolve this ASAP. It's quite frustrating.,Delivery Delay,medium
It seems like this is urgent. push notifications are not working properly. please resolve this asap.,App Bug,medium
I keep getting logged out every few minutes.,Login Trouble,high
My profile details got changed without my knowledge.,Account Issue,low
Having trouble because it looks like the product was previously used. kindly look into it soon.,Product Damage,low
It seems like this is urgent. there are scratches and dents all over the product. please resolve this asap.,Product Damage,low
This is urgent. My payment was deducted but the order didn’t go through. Please resolve this ASAP. It's quite frustrating.,Payment Issue,medium
Having trouble because the resolution time is way too long for such a basic issue. kindly look into it soon.,Service Issue,low
I requested a refund but haven't received it yet. It's quite frustrating.,Payment Issue,low
It seems like my profile details got changed without my knowledge. i need immediate assistance. it's very urgent.,Account Issue,high
Having trouble because this is urgent. i’m unable to update my email or phone number. please resolve this asap.,Account Issue,high
It seems like my profile details got changed without my knowledge. i need immediate assistance. it's very urgent.,Account Issue,medium
It seems like there are scratches and dents all over the product.,Product Damage,high
"It seems like my order slip is correct, but the item is wrong.",Wrong Item,high
Some buttons don’t respond when tapplicationed.,App Bug,low
Having trouble because this is urgent. technical support hasn’t resolved my issue after multiple attempts. please resolve this asap.,Technical Issue,high
Having trouble because i can’t update the app from the store.,App Bug,medium
It seems like the app closes automatically after i open it. kindly look into it soon.,App Bug,medium
Having trouble because the system keeps freezing when i try to upload my documents. i need immediate assistance. it's very urgent.,Technical Issue,medium
It seems like the screen is cracked right out of the box.,Product Damage,high
The app closes automatically after I open it. I need immediate assistance. It's very urgent. It's quite frustrating.,App Bug,high
This is urgent. Technical support hasn’t resolved my issue after multiple attempts. Please resolve this ASAP. It's quite frustrating.,Technical Issue,high
Having trouble because this is urgent. my package is marked as shipped but hasn’t arrived for over a week. please resolve this asap.,Delivery Delay,low
I waited the whole day but the delivery never happened. I need immediate assistance. It's very urgent.,Delivery Delay,high
"My order slip is correct, but the item is wrong. Kindly look into it soon.",Wrong Item,high
This is not the product I paid for. Kindly look into it soon.,Wrong Item,low
"Every time I open the app, it crashes unexpectedly. I need immediate assistance. It's very urgent. It's quite frustrating.",Technical Issue,medium
This is urgent. I keep getting logged out every few minutes. Please resolve this ASAP. It's quite frustrating.,Login Trouble,high
"This is urgent. Instead of a phone, I got a pair of headphones. Please resolve this ASAP.",Wrong Item,high
Having trouble because there are unauthorized activities showing up in my account. kindly look into it soon.,Account Issue,low
"Having trouble because my order slip is correct, but the item is wrong. i need immediate assistance. it's very urgent.",Wrong Item,high
It seems like the item is stuck in transit and no one is helping.,Delivery Delay,medium
